if_fault_id,fault_no,status,occurrence_time,occurrence_place,train_no,train_type_desc,car_no,railway,report_position,cause_class,org_id,fault_level,fault_brief,configuration_location,intuitive_fault_object,intuitive_fault_object_id,intuitive_fault_object_desc,intuitive_fault_pattern,intuitive_fault_pattern_id,intuitive_fault_pattern_desc,reconnect_location,occurrence_time,occurrence_place,accident_level,responsibility_class,running_way,falut_environment,main_responsibility,other_responsibility,car_trips,accumulated_mileage,fault_result,start_late,end_late,fault_desc,fault_order_type,report_time,processing_date,processing_result,special_fault,safety_supervisio_fault,in_repair,startup_fault_analysis,report_person,report_part,contact_tel,real_fault_object,real_fault_object_id,real_other_fault_object_desc,real_fault_pattern,real_fault_pattern_id,real_other_fault_pattern_desc,fault_cause,other_fault_cause_desc,solution,other_solution,fault_property,diagnostic_time,initial_cause_analysis,final_cause_analysis,replace_parts,repair_location,debugging_time,total_repair_counts,repair_time,total_downtime,repair_property,initial_treatment_measures,final_treatment_measures,important_info_no,closed_loop_time
,,,,广州南11:25-武汉17:15,,,,,,,,,,,,,,,,,,,广州南11:25-武汉17:15,,,重庆西—南宁东,,,,C3635,,,,,,,,,,,,,,,,,,,,,,,,,更换浮球,,,,,,,,,,,,,,,,
,,,,石家庄-郑州西,,,,,,,,,,,,,,,,,,,石家庄-郑州西,,,上海虹桥6:00-武汉10:52,,,,G8953次,,,,,,,,,,,,,,,,,,,,,,,,,超限时更换空气弹簧,,,,,,,,,,,,,,,,
,,,,安顺西-普安县区间,,,,,,,,,,,,,,,,,,,安顺西-普安县区间,,,长沙南-南京南,,,,G7142,,,,,,,,,,,,,,,,,,,,,,,,,更换安装螺栓,,,,,,,,,,,,,,,,
,,,,军马场-门源区间,,,,,,,,,,,,,,,,,,,军马场-门源区间,,,南京南-杭州,,,,C6265,,,,,,,,,,,,,,,,,,,,,,,,,打开侧拉门门柱物理开关,,,,,,,,,,,,,,,,
,,,,广州南—长沙南,,,,,,,,,,,,,,,,,,,广州南—长沙南,,,济南西8:28-青岛11:49,,,,D3111,,,,,,,,,,,,,,,,,,,,,,,,,更换显示板,,,,,,,,,,,,,,,,
,,,,兴安北—东安东,,,,,,,,,,,,,,,,,,,兴安北—东安东,,,长沙动车所-长沙南站,,,,DJ7736,,,,,,,,,,,,,,,,,,,,,,,,,更换蝶阀组成,,,,,,,,,,,,,,,,
,,,,大河沿-吐鲁番北区间,,,,,,,,,,,,,,,,,,,大河沿-吐鲁番北区间,,,兰州西—广州南,,,,D5123,,,,,,,,,,,,,,,,,,,,,,,,,更换破损/裂纹/断裂的部件,,,,,,,,,,,,,,,,
,,,,衡阳东到耒阳西区间,,,,,,,,,,,,,,,,,,,衡阳东到耒阳西区间,,,昆明南-盘州,,,,G17/20,,,,,,,,,,,,,,,,,,,,,,,,,紧固锁舌,,,,,,,,,,,,,,,,
,,,,济南西-平原,,,,,,,,,,,,,,,,,,,济南西-平原,,,莆田-上饶,,,,G1923,,,,,,,,,,,,,,,,,,,,,,,,,重新进行插接,,,,,,,,,,,,,,,,
,,,,襄汾西站-侯马西站间下行线544km+000m处,,,,,,,,,,,,,,,,,,,襄汾西站-侯马西站间下行线544km+000m处,,,北京-天津,,,,G7652次,,,,,,,,,,,,,,,,,,,,,,,,,喷漆处理,,,,,,,,,,,,,,,,
,,,,北京西-济南西,,,,,,,,,,,,,,,,,,,北京西-济南西,,,襄汾西-侯马,,,,G1534,,,,,,,,,,,,,,,,,,,,,,,,,更换辅助锁快速排风阀,,,,,,,,,,,,,,,,
,,,,北京站,,,,,,,,,,,,,,,,,,,北京站,,,G1109,,,,C5622,,,,,,,,,,,,,,,,,,,,,,,,,更换高压设备箱体,,,,,,,,,,,,,,,,
,,,,开封站,,,,,,,,,,,,,,,,,,,开封站,,,D5237,,,,D7420,,,,,,,,,,,,,,,,,,,,,,,,,清理异物，通电试验正常,,,,,,,,,,,,,,,,
,,,,孝感北至横店东,,,,,,,,,,,,,,,,,,,孝感北至横店东,,,莞惠试运行,,,,D3277次,,,,,,,,,,,,,,,,,,,,,,,,,更换构架,,,,,,,,,,,,,,,,
,,,,济南西-徐州东,,,,,,,,,,,,,,,,,,,济南西-徐州东,,,大荔-西安北,,,,DJ8756,,,,,,,,,,,,,,,,,,,,,,,,,更换双针压力表,,,,,,,,,,,,,,,,
,,,,驻马店至漯河,,,,,,,,,,,,,,,,,,,驻马店至漯河,,,G1456,,,,D1842次,,,,,,,,,,,,,,,,,,,,,,,,,更换主电动机伸缩管,,,,,,,,,,,,,,,,
,,,,上饶-武夷山北,,,,,,,,,,,,,,,,,,,上饶-武夷山北,,,北京西17:14-汉口22:49,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,更换安全数字输入输出,,,,,,,,,,,,,,,,
,,,,延安站,,,,,,,,,,,,,,,,,,,延安站,,,三江南—南宁东,,,,朝阳-沈阳西,,,,,,,,,,,,,,,,,,,,,,,,,加装滤波器,,,,,,,,,,,,,,,,
,,,,运用途中,,,,,,,,,,,,,,,,,,,运用途中,,,G423,,,,D5228,,,,,,,,,,,,,,,,,,,,,,,,,更换导风板,,,,,,,,,,,,,,,,
,,,,公司内,,,,,,,,,,,,,,,,,,,公司内,,,南京- 赣州,,,,G6343/2,,,,,,,,,,,,,,,,,,,,,,,,,更换电阻，并优化电阻结构,,,,,,,,,,,,,,,,
,,,,信阳东,,,,,,,,,,,,,,,,,,,信阳东,,,运行途中,,,,D3957,,,,,,,,,,,,,,,,,,,,,,,,,更换阀组件,,,,,,,,,,,,,,,,
,,,,北京西站换端时,,,,,,,,,,,,,,,,,,,北京西站换端时,,,一场存车线,,,,汉口-襄阳,,,,,,,,,,,,,,,,,,,,,,,,,调节位置传感器,,,,,,,,,,,,,,,,
,,,,广州南-信阳东,,,,,,,,,,,,,,,,,,,广州南-信阳东,,,泰安-北京南,,,,D1862次,,,,,,,,,,,,,,,,,,,,,,,,,更新,,,,,,,,,,,,,,,,
,,,,库内整备时,,,,,,,,,,,,,,,,,,,库内整备时,,,上海虹桥至 广州南,,,,C3605,,,,,,,,,,,,,,,,,,,,,,,,,更换静音垫,,,,,,,,,,,,,,,,
,,,,太原南-成都东,,,,,,,,,,,,,,,,,,,太原南-成都东,,,贵阳北11:07-北京西21:59,,,,D2197,,,,,,,,,,,,,,,,,,,,,,,,,清理脏污/异物,,,,,,,,,,,,,,,,
,,,,长沙南-韶山南,,,,,,,,,,,,,,,,,,,长沙南-韶山南,,,深圳北08:42-郑州东15:55,,,,C8521,,,,,,,,,,,,,,,,,,,,,,,,,对气缸导杆端部U型槽处进行调节,,,,,,,,,,,,,,,,
,,,,成都东-大足南,,,,,,,,,,,,,,,,,,,成都东-大足南,,,京沪,,,,S2108,,,,,,,,,,,,,,,,,,,,,,,,,每 10 天用针管向锁芯内加入 2 滴（约 0.02ml ) 5W-40 机油（耐低温）。插入钥匙，对门锁进行2一3次开关操作,,,,,,,,,,,,,,,,
,,,,昆山南,,,,,,,,,,,,,,,,,,,昆山南,,,深圳北－泉州,,,,G6032,,,,,,,,,,,,,,,,,,,,,,,,,按高级修标准超限则更换橡胶节点,,,,,,,,,,,,,,,,
,,,,北京西-太原,,,,,,,,,,,,,,,,,,,北京西-太原,,,郑州东-洛阳龙门,,,,0J5731,,,,,,,,,,,,,,,,,,,,,,,,,更换客室空调装置逆变器,,,,,,,,,,,,,,,,
,,,,古田北站,,,,,,,,,,,,,,,,,,,古田北站,,,G556,,,,D8832,,,,,,,,,,,,,,,,,,,,,,,,,重新覆膜,,,,,,,,,,,,,,,,
,,,,西安北停车线,,,,,,,,,,,,,,,,,,,西安北停车线,,,S2206,,,,D6508,,,,,,,,,,,,,,,,,,,,,,,,,更换离心风机,,,,,,,,,,,,,,,,
,,,,金寨至天堂寨,,,,,,,,,,,,,,,,,,,金寨至天堂寨,,,D3041,,,,G2903,,,,,,,,,,,,,,,,,,,,,,,,,更换门锁锁芯,,,,,,,,,,,,,,,,
,,,,太原南-平遥古城,,,,,,,,,,,,,,,,,,,太原南-平遥古城,,,南京南15:53-襄阳22:15,,,,G7048,,,,,,,,,,,,,,,,,,,,,,,,,更换变压器或增加启动限流单元,,,,,,,,,,,,,,,,
,,,,鹤壁东-郑州东,,,,,,,,,,,,,,,,,,,鹤壁东-郑州东,,,成都东-沙坪坝,,,,DJ7511,,,,,,,,,,,,,,,,,,,,,,,,,修复线号,,,,,,,,,,,,,,,,
,,,,宾阳至藤县区间,,,,,,,,,,,,,,,,,,,宾阳至藤县区间,,,兰州西至乌璐木齐,,,,G1673,,,,,,,,,,,,,,,,,,,,,,,,,打磨触点并擦拭,,,,,,,,,,,,,,,,
,,,,南昌西-北京西,,,,,,,,,,,,,,,,,,,南昌西-北京西,,,武汉-南昌西,,,,G7029,,,,,,,,,,,,,,,,,,,,,,,,,更换微动开关，调整微动开关与压紧机构位置,,,,,,,,,,,,,,,,
,,,,咸宁北至武汉,,,,,,,,,,,,,,,,,,,咸宁北至武汉,,,D1867次,,,,C3005,,,,,,,,,,,,,,,,,,,,,,,,,调整门锁位置,,,,,,,,,,,,,,,,
,,,,衡阳东到祁阳区间,,,,,,,,,,,,,,,,,,,衡阳东到祁阳区间,,,济南到荣成,,,,C6962,,,,,,,,,,,,,,,,,,,,,,,,,重新紧固拉绳螺母,,,,,,,,,,,,,,,,
,,,,阳泉北附近,,,,,,,,,,,,,,,,,,,阳泉北附近,,,于家堡-北京南,,,,D3148,,,,,,,,,,,,,,,,,,,,,,,,,泄氟至正常压力值或抽真空重新加氟,,,,,,,,,,,,,,,,
,,,,鄯善北站,,,,,,,,,,,,,,,,,,,鄯善北站,,,温州南-徐州东,,,,D3945次,,,,,,,,,,,,,,,,,,,,,,,,,更换伞套,,,,,,,,,,,,,,,,
,,,,黎塘至五塘区间,,,,,,,,,,,,,,,,,,,黎塘至五塘区间,,,北京西-北京动车段,,,,G2022,,,,,,,,,,,,,,,,,,,,,,,,,补焊/拉铆,,,,,,,,,,,,,,,,
,,,,梧州南至贵港区,,,,,,,,,,,,,,,,,,,梧州南至贵港区,,,田东北-田阳,,,,D3231,,,,,,,,,,,,,,,,,,,,,,,,,更换人机界面,,,,,,,,,,,,,,,,
,,,,昆明南至广州南,,,,,,,,,,,,,,,,,,,昆明南至广州南,,,G532,,,,0G1676,,,,,,,,,,,,,,,,,,,,,,,,,更换逆变器模块内部驱动板,,,,,,,,,,,,,,,,
,,,,银瓶站,,,,,,,,,,,,,,,,,,,银瓶站,,,长沙南-武汉,,,,G2905,,,,,,,,,,,,,,,,,,,,,,,,,更换受电弓上导杆,,,,,,,,,,,,,,,,
,,,,中川机场―兰州西,,,,,,,,,,,,,,,,,,,中川机场―兰州西,,,D2202,,,,G2904,,,,,,,,,,,,,,,,,,,,,,,,,更换温度熔断器,,,,,,,,,,,,,,,,
,,,,阳泉-太原南区间,,,,,,,,,,,,,,,,,,,阳泉-太原南区间,,,孝感-汉口,,,,DJ7002,,,,,,,,,,,,,,,,,,,,,,,,,更换空调室外机,,,,,,,,,,,,,,,,
,,,,晋江,,,,,,,,,,,,,,,,,,,晋江,,,北京西19:35-贵阳北07:51,,,,D256,,,,,,,,,,,,,,,,,,,,,,,,,重新压接插针,,,,,,,,,,,,,,,,
,,,,龙口-济南西,,,,,,,,,,,,,,,,,,,龙口-济南西,,,北京南21:23-上海09:13,,,,G1139次,,,,,,,,,,,,,,,,,,,,,,,,,更换暗锁,,,,,,,,,,,,,,,,
,,,,郑州西-渑池南,,,,,,,,,,,,,,,,,,,郑州西-渑池南,,,D2350,,,,D6802,,,,,,,,,,,,,,,,,,,,,,,,,更换MVBV板,,,,,,,,,,,,,,,,
,,,,南昌西-庐山,,,,,,,,,,,,,,,,,,,南昌西-庐山,,,济南西-烟台,,,,G1312次,,,,,,,,,,,,,,,,,,,,,,,,,重新安装调整,,,,,,,,,,,,,,,,
,,,,西安北-重庆北,,,,,,,,,,,,,,,,,,,西安北-重庆北,,,0G1004,,,,0D8862,,,,,,,,,,,,,,,,,,,,,,,,,重新拆装携门架固定螺栓，将携门架上部打磨处理,,,,,,,,,,,,,,,,
,,,,信阳东-武汉区间,,,,,,,,,,,,,,,,,,,信阳东-武汉区间,,,D3014,,,,55611,,,,,,,,,,,,,,,,,,,,,,,,,更换液位仪观察窗,,,,,,,,,,,,,,,,
,,,,奉化站,,,,,,,,,,,,,,,,,,,奉化站,,,贵阳北-南宁东,,,,上海虹桥-汉口,,,,,,,,,,,,,,,,,,,,,,,,,更换头罩,,,,,,,,,,,,,,,,
,,,,潮汕-普宁,,,,,,,,,,,,,,,,,,,潮汕-普宁,,,青岛07:36-厦门北20:57,,,,D2367,,,,,,,,,,,,,,,,,,,,,,,,,喷除锈润滑剂，无效后更换踏面清扫器。,,,,,,,,,,,,,,,,
,,,,郑州西至郑州区间,,,,,,,,,,,,,,,,,,,郑州西至郑州区间,,,福州-昆明,,,,G1506,,,,,,,,,,,,,,,,,,,,,,,,,更换正确紧固件,,,,,,,,,,,,,,,,
,,,,广南县-普者黑区间,,,,,,,,,,,,,,,,,,,广南县-普者黑区间,,,上海至南京,,,,G232,,,,,,,,,,,,,,,,,,,,,,,,,每 10 天用针管向锁芯内加入 2 滴（约 0.02ml ) 5W-40 机油（耐低温）。插入钥匙，对门锁进行2一3次开关操作。,,,,,,,,,,,,,,,,
,,,,金山卫站,,,,,,,,,,,,,,,,,,,金山卫站,,,峨眉山—江油,,,,G1405,,,,,,,,,,,,,,,,,,,,,,,,,补装脱落丢失的部件,,,,,,,,,,,,,,,,
,,,,新造出厂途中,,,,,,,,,,,,,,,,,,,新造出厂途中,,,漯河西8:00-深圳北14:57,,,,G573,,,,,,,,,,,,,,,,,,,,,,,,,紧固出液口,,,,,,,,,,,,,,,,
,,,,武汉-潜江,,,,,,,,,,,,,,,,,,,武汉-潜江,,,D3752,,,,D3307,,,,,,,,,,,,,,,,,,,,,,,,,更换滤芯,,,,,,,,,,,,,,,,
,,,,扬州东-扬州,,,,,,,,,,,,,,,,,,,扬州东-扬州,,,营山-达州,,,,D9592,,,,,,,,,,,,,,,,,,,,,,,,,使用螺丝刀调整锁芯,,,,,,,,,,,,,,,,
,,,,武汉-温州南,,,,,,,,,,,,,,,,,,,武汉-温州南,,,青岛-大明湖,,,,D3848,,,,,,,,,,,,,,,,,,,,,,,,,换轮,,,,,,,,,,,,,,,,
,,,,太原站,,,,,,,,,,,,,,,,,,,太原站,,,龙岩-北京南,,,,G7293,,,,,,,,,,,,,,,,,,,,,,,,,更换三通阀,,,,,,,,,,,,,,,,
,,,,盘锦北站,,,,,,,,,,,,,,,,,,,盘锦北站,,,深茂线调试,,,,北京西-郑州东,,,,,,,,,,,,,,,,,,,,,,,,,清洗,,,,,,,,,,,,,,,,
,,,,青岛-上海虹桥,,,,,,,,,,,,,,,,,,,青岛-上海虹桥,,,即墨-乌鲁木齐南回送,,,,南宁东-桂林,,,,,,,,,,,,,,,,,,,,,,,,,返厂高级修时按高级修标准整改。,,,,,,,,,,,,,,,,
,,,,长沙南站至广州南站区间,,,,,,,,,,,,,,,,,,,长沙南站至广州南站区间,,,南宁所-南宁东,,,,DJ8843,,,,,,,,,,,,,,,,,,,,,,,,,更换冷凝水排水管,,,,,,,,,,,,,,,,
,,,,许昌东至郑州东,,,,,,,,,,,,,,,,,,,许昌东至郑州东,,,D4208次,,,,北京南-上海,,,,,,,,,,,,,,,,,,,,,,,,,绝缘处理,,,,,,,,,,,,,,,,
,,,,中山西-恭城,,,,,,,,,,,,,,,,,,,中山西-恭城,,,广州-贵阳北,,,,D1922,,,,,,,,,,,,,,,,,,,,,,,,,重新调整接线,,,,,,,,,,,,,,,,
,,,,涿州东-保定东,,,,,,,,,,,,,,,,,,,涿州东-保定东,,,福州-漳州,,,,0D6036,,,,,,,,,,,,,,,,,,,,,,,,,不能修复时更换轮对,,,,,,,,,,,,,,,,
,,,,陈家湾,,,,,,,,,,,,,,,,,,,陈家湾,,,上海站-北京南,,,,G6159,,,,,,,,,,,,,,,,,,,,,,,,,重新紧固螺丝,,,,,,,,,,,,,,,,
,,,,贵阳北动车所-贵阳北站,,,,,,,,,,,,,,,,,,,贵阳北动车所-贵阳北站,,,潍坊-青岛北,,,,D3295/8,,,,,,,,,,,,,,,,,,,,,,,,,调整车间过渡板位置间隙,,,,,,,,,,,,,,,,
,,,,徐州东至济南,,,,,,,,,,,,,,,,,,,徐州东至济南,,,宜昌东19:20-武汉21:54,,,,G6263,,,,,,,,,,,,,,,,,,,,,,,,,更换脚踏挡销,,,,,,,,,,,,,,,,
,,,,即墨北站,,,,,,,,,,,,,,,,,,,即墨北站,,,北京西一重庆北,,,,D291,,,,,,,,,,,,,,,,,,,,,,,,,对滑道进行整修,,,,,,,,,,,,,,,,
,,,,北京西-西九龙,,,,,,,,,,,,,,,,,,,北京西-西九龙,,,厦门-杭州东-厦门,,,,北京西-成都东,,,,,,,,,,,,,,,,,,,,,,,,,紧固零部件,,,,,,,,,,,,,,,,
,,,,綦江东-珞璜南,,,,,,,,,,,,,,,,,,,綦江东-珞璜南,,,郑州东-上海虹桥,,,,G7031,,,,,,,,,,,,,,,,,,,,,,,,,更换电线,,,,,,,,,,,,,,,,
,,,,清远至韶关区间,,,,,,,,,,,,,,,,,,,清远至韶关区间,,,检修库内,,,,G7297次,,,,,,,,,,,,,,,,,,,,,,,,,清干接触器的水迹,,,,,,,,,,,,,,,,
,,,,阳新-大冶北,,,,,,,,,,,,,,,,,,,阳新-大冶北,,,深圳动车所-深圳北,,,,D8212,,,,,,,,,,,,,,,,,,,,,,,,,更换压接端子,,,,,,,,,,,,,,,,
,,,,九江-德安,,,,,,,,,,,,,,,,,,,九江-德安,,,昆明南至福州,,,,0D7688,,,,,,,,,,,,,,,,,,,,,,,,,紧固电源线,,,,,,,,,,,,,,,,
,,,,渑池南-到洛阳龙门,,,,,,,,,,,,,,,,,,,渑池南-到洛阳龙门,,,汉口9:20-北京西14:47,,,,D5328次,,,,,,,,,,,,,,,,,,,,,,,,,更换吸气开关,,,,,,,,,,,,,,,,
,,,,长沙南-汨罗东区间,,,,,,,,,,,,,,,,,,,长沙南-汨罗东区间,,,深圳北-柳州,,,,D55,,,,,,,,,,,,,,,,,,,,,,,,,更换主空压机干燥器,,,,,,,,,,,,,,,,
,,,,信阳至漯河区间,,,,,,,,,,,,,,,,,,,信阳至漯河区间,,,G301,,,,D8451,,,,,,,,,,,,,,,,,,,,,,,,,更换空调挡风板,,,,,,,,,,,,,,,,
,,,,郑州站出站,,,,,,,,,,,,,,,,,,,郑州站出站,,,上海-北京,,,,S2203,,,,,,,,,,,,,,,,,,,,,,,,,更换高压隔离开关,,,,,,,,,,,,,,,,
,,,,大荔站,,,,,,,,,,,,,,,,,,,大荔站,,,南宁-柳州,,,,G2382,,,,,,,,,,,,,,,,,,,,,,,,,调整弹片活动间隙,,,,,,,,,,,,,,,,
,,,,梧州南站,,,,,,,,,,,,,,,,,,,梧州南站,,,重庆西-昆明南,,,,D5658,,,,,,,,,,,,,,,,,,,,,,,,,更换司机室送风机,,,,,,,,,,,,,,,,
,,,,南城-抚州,,,,,,,,,,,,,,,,,,,南城-抚州,,,北京西07:26-22:54北海,,,,长沙站-长沙城际所,,,,,,,,,,,,,,,,,,,,,,,,,更换止档,,,,,,,,,,,,,,,,
,,,,南站热备,,,,,,,,,,,,,,,,,,,南站热备,,,开阳到贵阳北,,,,c5513,,,,,,,,,,,,,,,,,,,,,,,,,叶轮增加垫片,,,,,,,,,,,,,,,,
,,,,广州南站发车不久,,,,,,,,,,,,,,,,,,,广州南站发车不久,,,合肥南-昆明南,,,,C8523,,,,,,,,,,,,,,,,,,,,,,,,,更换伞套，并优化材质配比,,,,,,,,,,,,,,,,
,,,,青岛－北京南,,,,,,,,,,,,,,,,,,,青岛－北京南,,,青岛-昆明南,,,,D5083,,,,,,,,,,,,,,,,,,,,,,,,,更换超温保护电子模块,,,,,,,,,,,,,,,,
,,,,金寨-六安,,,,,,,,,,,,,,,,,,,金寨-六安,,,武汉09:16-广州南13:55,,,,D322,,,,,,,,,,,,,,,,,,,,,,,,,清理司机室空调滤网和冷凝器,,,,,,,,,,,,,,,,
,,,,保定东-正定机场,,,,,,,,,,,,,,,,,,,保定东-正定机场,,,上海虹桥站-青岛站,,,,G2358,,,,,,,,,,,,,,,,,,,,,,,,,更换驱动板滑道挡块,,,,,,,,,,,,,,,,
,,,,徐州东-永城北,,,,,,,,,,,,,,,,,,,徐州东-永城北,,,佛山西所-广州南,,,,S1108,,,,,,,,,,,,,,,,,,,,,,,,,更换月牙形挡块,,,,,,,,,,,,,,,,
,,,,安阳东至邢台东区间,,,,,,,,,,,,,,,,,,,安阳东至邢台东区间,,,桂林北-玉林,,,,D2503,,,,,,,,,,,,,,,,,,,,,,,,,在铆钉丢失部位加装螺栓,,,,,,,,,,,,,,,,
,,,,泉州,,,,,,,,,,,,,,,,,,,泉州,,,贵北存-贵阳北,,,,DJ36,,,,,,,,,,,,,,,,,,,,,,,,,更换洗手盆,,,,,,,,,,,,,,,,
,,,,郴州西-乐昌东,,,,,,,,,,,,,,,,,,,郴州西-乐昌东,,,杭州东-汉口,,,,G6521,,,,,,,,,,,,,,,,,,,,,,,,,在车门携门架固定处增加垫片提高门板高度,,,,,,,,,,,,,,,,
,,,,香港西九龙-北京西,,,,,,,,,,,,,,,,,,,香港西九龙-北京西,,,鄯善北-乌鲁木齐,,,,D1793次,,,,,,,,,,,,,,,,,,,,,,,,,修复，并优化结构，增加安全冗余,,,,,,,,,,,,,,,,
,,,,动车所停车场,,,,,,,,,,,,,,,,,,,动车所停车场,,,C2913,,,,G665,,,,,,,,,,,,,,,,,,,,,,,,,恢复排水阀,,,,,,,,,,,,,,,,
,,,,无锡东站,,,,,,,,,,,,,,,,,,,无锡东站,,,三江南-广州南,,,,D2254,,,,,,,,,,,,,,,,,,,,,,,,,清干航插，重新压接,,,,,,,,,,,,,,,,
,,,,洛阳龙门-郑州东,,,,,,,,,,,,,,,,,,,洛阳龙门-郑州东,,,淮南东8:08-上海12:19,,,,G9755,,,,,,,,,,,,,,,,,,,,,,,,,更换温控表,,,,,,,,,,,,,,,,
,,,,长沙南至岳阳东,,,,,,,,,,,,,,,,,,,长沙南至岳阳东,,,天津西-武汉,,,,C2912,,,,,,,,,,,,,,,,,,,,,,,,,重新焊接漏点,,,,,,,,,,,,,,,,
,,,,驻马店西到信阳东,,,,,,,,,,,,,,,,,,,驻马店西到信阳东,,,D272,,,,D6261,,,,,,,,,,,,,,,,,,,,,,,,,重新安装/紧固,,,,,,,,,,,,,,,,
,,,,一场热备,,,,,,,,,,,,,,,,,,,一场热备,,,宜昌东二场-南昌西,,,,C2913,,,,,,,,,,,,,,,,,,,,,,,,,更换空调风机逆变器,,,,,,,,,,,,,,,,
,,,,溧水-南京南,,,,,,,,,,,,,,,,,,,溧水-南京南,,,G355,,,,D7567,,,,,,,,,,,,,,,,,,,,,,,,,更换制动控制装置,,,,,,,,,,,,,,,,
,,,,郴州-衡阳,,,,,,,,,,,,,,,,,,,郴州-衡阳,,,D3152,,,,DJ7743,,,,,,,,,,,,,,,,,,,,,,,,,重新气缸,,,,,,,,,,,,,,,,
,,,,红安西-武汉,,,,,,,,,,,,,,,,,,,红安西-武汉,,,福州10:49-郑州21:14,,,,D2357次,,,,,,,,,,,,,,,,,,,,,,,,,用扎带紧固,,,,,,,,,,,,,,,,
,,,,在石家庄至郑州东区间,,,,,,,,,,,,,,,,,,,在石家庄至郑州东区间,,,运城北至-青岛,,,,G403,,,,,,,,,,,,,,,,,,,,,,,,,现车调整,,,,,,,,,,,,,,,,
,,,,株洲西-衡阳东区间,,,,,,,,,,,,,,,,,,,株洲西-衡阳东区间,,,南宁东-贵阳北,,,,D2806,,,,,,,,,,,,,,,,,,,,,,,,,修补裂纹,,,,,,,,,,,,,,,,
,,,,南翔所-上海站,,,,,,,,,,,,,,,,,,,南翔所-上海站,,,福州—南昌,,,,D3641,,,,,,,,,,,,,,,,,,,,,,,,,外界气温低，空调制冷时易报低压故障。停机后重新启动，选择合适的运行模式,,,,,,,,,,,,,,,,
,,,,济南西-淄博,,,,,,,,,,,,,,,,,,,济南西-淄博,,,十堰-武汉,,,,厦门-南昌,,,,,,,,,,,,,,,,,,,,,,,,,更换压紧机构限位开关,,,,,,,,,,,,,,,,
,,,,济南东-盐城北,,,,,,,,,,,,,,,,,,,济南东-盐城北,,,武汉-南昌,,,,0D55522,,,,,,,,,,,,,,,,,,,,,,,,,在螺纹上涂打螺纹紧固剂，重新紧固螺栓,,,,,,,,,,,,,,,,
,,,,西安北-咸阳秦,,,,,,,,,,,,,,,,,,,西安北-咸阳秦,,,北京西—重庆北,,,,D4368,,,,,,,,,,,,,,,,,,,,,,,,,缺陷超差时更换,,,,,,,,,,,,,,,,
,,,,上海虹桥-昆山南,,,,,,,,,,,,,,,,,,,上海虹桥-昆山南,,,运城北11:39–青岛21:13,,,,C7858/5,,,,,,,,,,,,,,,,,,,,,,,,,复位拉簧,,,,,,,,,,,,,,,,
,,,,杭州站,,,,,,,,,,,,,,,,,,,杭州站,,,宜昌东至广州南,,,,D288/5,,,,,,,,,,,,,,,,,,,,,,,,,调整排障板高度,,,,,,,,,,,,,,,,
,,,,恭城至桂林西,,,,,,,,,,,,,,,,,,,恭城至桂林西,,,C7642,,,,G401次,,,,,,,,,,,,,,,,,,,,,,,,,对锁芯进行喷油处理后，重新调整锁盒位置,,,,,,,,,,,,,,,,
,,,,六安至长安集区间,,,,,,,,,,,,,,,,,,,六安至长安集区间,,,广州南-三江南,,,,C7619,,,,,,,,,,,,,,,,,,,,,,,,,按照要求将润滑油加至正常刻度线,,,,,,,,,,,,,,,,
,,,,清远-广州南,,,,,,,,,,,,,,,,,,,清远-广州南,,,宁波-贵阳北,,,,G6714,,,,,,,,,,,,,,,,,,,,,,,,,更换连接件,,,,,,,,,,,,,,,,
,,,,洪洞西-临汾西,,,,,,,,,,,,,,,,,,,洪洞西-临汾西,,,南京南15:12-宜昌东20:30,,,,DJ8846,,,,,,,,,,,,,,,,,,,,,,,,,更换隔热材,,,,,,,,,,,,,,,,
,,,,昆明存车线,,,,,,,,,,,,,,,,,,,昆明存车线,,,广州动车段-广州南,,,,G75次,,,,,,,,,,,,,,,,,,,,,,,,,更换头罩及开闭机构,,,,,,,,,,,,,,,,
,,,,太原南-阳泉北,,,,,,,,,,,,,,,,,,,太原南-阳泉北,,,虹桥所-上海虹桥,,,,G601次,,,,,,,,,,,,,,,,,,,,,,,,,更换音视频信号解码板，并优化软件,,,,,,,,,,,,,,,,
,,,,芜湖到繁昌西区间,,,,,,,,,,,,,,,,,,,芜湖到繁昌西区间,,,济南13:28-烟台17:25,,,,G2932/3,,,,,,,,,,,,,,,,,,,,,,,,,重新涂抹润滑油,,,,,,,,,,,,,,,,
,,,,南京南至溧阳,,,,,,,,,,,,,,,,,,,南京南至溧阳,,,重庆北-宁波,,,,DJ8817,,,,,,,,,,,,,,,,,,,,,,,,,涂防锈油，重新安装橡胶盖,,,,,,,,,,,,,,,,
,,,,滁州-南京南,,,,,,,,,,,,,,,,,,,滁州-南京南,,,潮汕一深圳北,,,,G2888次,,,,,,,,,,,,,,,,,,,,,,,,,更换电视光感窗,,,,,,,,,,,,,,,,
,,,,鄂州站,,,,,,,,,,,,,,,,,,,鄂州站,,,武夷山-福州,,,,c6859,,,,,,,,,,,,,,,,,,,,,,,,,更换骨架,,,,,,,,,,,,,,,,
,,,,南昌西-永修区间,,,,,,,,,,,,,,,,,,,南昌西-永修区间,,,兰州西--中川机场,,,,D7490,,,,,,,,,,,,,,,,,,,,,,,,,更换新接头,,,,,,,,,,,,,,,,
